Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
  0.00      0.00     0.00        2     0.00     0.00  std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<KDNode, std::allocator<KDNode>, (__gnu_cxx::_Lock_policy)2> > > std::__allocate_guarded<std::allocator<std::_Sp_counted_ptr_inplace<KDNode, std::allocator<KDNode>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<KDNode, std::allocator<KDNode>, (__gnu_cxx::_Lock_policy)2> >&)
  0.00      0.00     0.00        2     0.00     0.00  int* std::uninitialized_copy<int const*, int*>(int const*, int const*, int*)
  0.00      0.00     0.00        2     0.00     0.00  int* std::__uninitialized_copy_a<int const*, int*, int>(int const*, int const*, int*, std::allocator<int>&)
  0.00      0.00     0.00        2     0.00     0.00  std::tuple_element<0ul, std::tuple<KDTree*, std::default_delete<KDTree> > >::type& std::get<0ul, KDTree*, std::default_delete<KDTree> >(std::tuple<KDTree*, std::default_delete<KDTree> >&)
  0.00      0.00     0.00        2     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      0.00     0.00        2     0.00     0.00  void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      0.00     0.00        2     0.00     0.00  void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, std::allocator<int>&)
  0.00      0.00     0.00        1     0.00     0.00  _GLOBAL__sub_I__Z20createVectorFromFileRKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEERKi
  0.00      0.00     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN16SearchStrategies6findNNERK6KDTreeRKSt6vectorIiSaIiEE
  0.00      0.00     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN6KDTreeC2Ei
  0.00      0.00     0.00        1     0.00     0.00  _GLOBAL__sub_I_main
  0.00      0.00     0.00        1     0.00     0.00  createKDTreeFromFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int const&)
  0.00      0.00     0.00        1     0.00     0.00  createVectorFromFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int const&)
  0.00      0.00     0.00        1     0.00     0.00  createKDTreeFromVectors(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > const&, int const&)
  0.00      0.00     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.00     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.00     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.00     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.00     0.00        1     0.00     0.00  KDTree::deleteNode(std::vector<int, std::allocator<int> >)
  0.00      0.00     0.00        1     0.00     0.00  KDTree::deleteNode(std::vector<int, std::allocator<int> >, KDNode*)
  0.00      0.00     0.00        1     0.00     0.00  KDTree::KDTree(int)
  0.00      0.00     0.00        1     0.00     0.00  __gnu_cxx::new_allocator<std::vector<int, std::allocator<int> > >::new_allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::get_allocator() const
  0.00      0.00     0.00        1     0.00     0.00  std::default_delete<KDTree>::operator()(KDTree*) const
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::vector<int, std::allocator<int> > >::allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::allocator<std::vector<int, std::allocator<int> > >::~allocator()
  0.00      0.00     0.00        1     0.00     0.00  std::_Head_base<0ul, KDTree*, false>::_Head_base()
  0.00      0.00     0.00        1     0.00     0.00  std::_Head_base<1ul, std::default_delete<KDTree>, true>::_M_head(std::_Head_base<1ul, std::default_delete<KDTree>, true>&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Head_base<1ul, std::default_delete<KDTree>, true>::_Head_base()
  0.00      0.00     0.00        1     0.00     0.00  std::unique_ptr<KDTree, std::default_delete<KDTree> >::get_deleter()
  0.00      0.00     0.00        1     0.00     0.00  std::unique_ptr<KDTree, std::default_delete<KDTree> >::unique_ptr<std::default_delete<KDTree>, void>(KDTree*)
  0.00      0.00     0.00        1     0.00     0.00  std::unique_ptr<KDTree, std::default_delete<KDTree> >::~unique_ptr()
  0.00      0.00     0.00        1     0.00     0.00  std::_Tuple_impl<0ul, KDTree*, std::default_delete<KDTree> >::_Tuple_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::_Tuple_impl<1ul, std::default_delete<KDTree> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<KDTree> >&)
  0.00      0.00     0.00        1     0.00     0.00  std::_Tuple_impl<1ul, std::default_delete<KDTree> >::_Tuple_impl()
  0.00      0.00     0.00        1     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*)
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl()
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_impl_data::_Vector_impl_data()
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_Vector_base()
  0.00      0.00     0.00        1     0.00     0.00  std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~_Vector_base()
  0.00      0.00     0.00        1     0.00     0.00  std::__uniq_ptr_data<KDTree, std::default_delete<KDTree>, true, true>::__uniq_ptr_impl(KDTree*)
  0.00      0.00     0.00        1     0.00     0.00  std::__uniq_ptr_impl<KDTree, std::default_delete<KDTree> >::_M_deleter()
  0.00      0.00     0.00        1     0.00     0.00  std::__uniq_ptr_impl<KDTree, std::default_delete<KDTree> >::__uniq_ptr_impl(KDTree*)
  0.00      0.00     0.00        1     0.00     0.00  std::tuple<KDTree*, std::default_delete<KDTree> >::tuple<true, true>()
  0.00      0.00     0.00        1     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::vector()
  0.00      0.00     0.00        1     0.00     0.00  std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector()
  0.00      0.00     0.00        1     0.00     0.00  void std::vector<int, std::allocator<int> >::_M_assign_aux<int const*>(int const*, int const*, std::forward_iterator_tag)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >::_M_erase_at_end(int*)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >::vector(std::allocator<int> const&)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> >&&)
  0.00      0.00     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >::operator=(std::initializer_list<int>)
  0.00      0.00     0.00        1     0.00     0.00  std::_MakeUniq<KDTree>::__single_object std::make_unique<KDTree, int const&>(int const&)
  0.00      0.00     0.00        1     0.00     0.00  std::default_delete<KDTree>& std::__get_helper<1ul, std::default_delete<KDTree>>(std::_Tuple_impl<1ul, std::default_delete<KDTree>>&)
  0.00      0.00     0.00        1     0.00     0.00  void std::__alloc_on_move<std::allocator<int> >(std::allocator<int>&, std::allocator<int>&)
  0.00      0.00     0.00        1     0.00     0.00  std::tuple_element<1ul, std::tuple<KDTree*, std::default_delete<KDTree> > >::type& std::get<1ul, KDTree*, std::default_delete<KDTree> >(std::tuple<KDTree*, std::default_delete<KDTree> >&)
  0.00      0.00     0.00        1     0.00     0.00  std::remove_reference<KDTree*&>::type&& std::move<KDTree*&>(KDTree*&)
  0.00      0.00     0.00        1     0.00     0.00  std::remove_reference<std::allocator<int>&>::type&& std::move<std::allocator<int>&>(std::allocator<int>&)
  0.00      0.00     0.00        1     0.00     0.00  int const& std::forward<int const&>(std::remove_reference<int const&>::type&)
  0.00      0.00     0.00        1     0.00     0.00  void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*)
  0.00      0.00     0.00        1     0.00     0.00  void std::_Destroy<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2020 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) no time propagated

index % time    self  children    called     name
                0.00    0.00       1/965         void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [425]
                0.00    0.00       2/965         void std::_Destroy<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [370]
                0.00    0.00       2/965         std::allocator_traits<std::allocator<std::_Sp_counted_ptr_inplace<KDNode, std::allocator<KDNode>, (__gnu_cxx::_Lock_policy)2> > >::allocate(std::allocator<std::_Sp_counted_ptr_inplace<KDNode, std::allocator<KDNode>, (__gnu_cxx::_Lock_policy)2> >&, unsigned long) [345]
                0.00    0.00       2/965         std::allocator_traits<std::allocator<std::_Sp_counted_ptr_inplace<KDNode, std::allocator<KDNode>, (__gnu_cxx::_Lock_policy)2> > >::deallocate(std::allocator<std::_Sp_counted_ptr_inplace<KDNode, std::allocator<KDNode>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<KDNode, std::allocator<KDNode>, (__gnu_cxx::_Lock_policy)2>*, unsigned long) [344]
                0.00    0.00       5/965         int std::__memcmp<int, int>(int const*, int const*, unsigned long) [276]
                0.00    0.00       5/965         std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::deallocate(std::allocator<std::vector<int, std::allocator<int> > >&, std::vector<int, std::allocator<int> >*, unsigned long) [267]
                0.00    0.00       5/965         std::allocator_traits<std::allocator<std::vector<int, std::allocator<int> > > >::allocate(std::allocator<std::vector<int, std::allocator<int> > >&, unsigned long) [268]
                0.00    0.00       9/965         void std::_Destroy<KDNode**>(KDNode**, KDNode**) [245]
                0.00    0.00       9/965         std::allocator_traits<std::allocator<KDNode*> >::deallocate(std::allocator<KDNode*>&, KDNode**, unsigned long) [224]
                0.00    0.00       9/965         std::allocator_traits<std::allocator<KDNode*> >::allocate(std::allocator<KDNode*>&, unsigned long) [225]
                0.00    0.00       9/965         KDNode** std::__copy_move_a2<false, KDNode* const*, KDNode**>(KDNode* const*, KDNode* const*, KDNode**) [240]
                0.00    0.00      57/965         std::allocator_traits<std::allocator<char> >::allocate(std::allocator<char>&, unsigned long) [101]
                0.00    0.00      57/965         std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long) [100]
                0.00    0.00     133/965         int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*) [59]
                0.00    0.00     156/965         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [44]
                0.00    0.00     161/965         void std::_Destroy<int*>(int*, int*) [41]
                0.00    0.00     169/965         std::allocator_traits<std::allocator<int> >::allocate(std::allocator<int>&, unsigned long) [37]
                0.00    0.00     174/965         std::char_traits<char>::copy(char*, char const*, unsigned long) [33]
[8]      0.0    0.00    0.00     965         std::is_constant_evaluated() [8]
-----------------------------------------------
                0.00    0.00       3/715         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [298]
                0.00    0.00      34/715         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [144]
                0.00    0.00      39/715         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::c_str() const [135]
                0.00    0.00      50/715         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [120]
                0.00    0.00      57/715         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long) [102]
                0.00    0.00      62/715         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long) [124]
                0.00    0.00     100/715         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [125]
                0.00    0.00     151/715         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [47]
                0.00    0.00     219/715         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [24]
[9]      0.0    0.00    0.00     715         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [9]
-----------------------------------------------
                0.00    0.00       1/474         void std::vector<int, std::allocator<int> >::_M_assign_aux<int const*>(int const*, int const*, std::forward_iterator_tag) [412]
                0.00    0.00      10/474         bool std::operator==<int, std::allocator<int> >(std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&) [277]
                0.00    0.00      19/474         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [176]
                0.00    0.00      75/474         std::vector<int, std::allocator<int> >::_M_range_check(unsigned long) const [92]
                0.00    0.00     100/474         KDTree::printKDT(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, KDNode const*, bool) [313]
                0.00    0.00     113/474         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [80]
                0.00    0.00     156/474         std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [134]
[10]     0.0    0.00    0.00     474         std::vector<int, std::allocator<int> >::size() const [10]
-----------------------------------------------
                0.00    0.00       2/375         std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [413]
                0.00    0.00       4/375         void std::vector<int, std::allocator<int> >::_M_range_initialize<int const*>(int const*, int const*, std::forward_iterator_tag) [354]
                0.00    0.00      15/375         int* std::vector<int, std::allocator<int> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(unsigned long, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [184]
                0.00    0.00      17/375         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [176]
                0.00    0.00      78/375         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [138]
                0.00    0.00     113/375         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [80]
                0.00    0.00     146/375         std::vector<int, std::allocator<int> >::~vector() [52]
[11]     0.0    0.00    0.00     375         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [11]
-----------------------------------------------
                0.00    0.00       3/365         int* std::__copy_move_a<false, int const*, int*>(int const*, int const*, int*) [304]
                0.00    0.00     128/365         int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [68]
                0.00    0.00     234/365         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [90]
[12]     0.0    0.00    0.00     365         int* std::__niter_base<int*>(int*) [12]
-----------------------------------------------
                0.00    0.00       4/336         int* std::__niter_base<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [289]
                0.00    0.00      78/336         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [138]
                0.00    0.00      78/336         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [132]
                0.00    0.00     176/336         bool __gnu_cxx::operator==<int*, int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [83]
[13]     0.0    0.00    0.00     336         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [13]
-----------------------------------------------
                0.00    0.00      39/303         std::vector<int, std::allocator<int> >::back() [139]
                0.00    0.00     264/303         eucledian_distance(std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >) [159]
[14]     0.0    0.00    0.00     303         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator*() const [14]
-----------------------------------------------
                0.00    0.00       2/294         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+(long) const [319]
                0.00    0.00      39/294         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator-(long) const [133]
                0.00    0.00      85/294         std::vector<int, std::allocator<int> >::begin() [84]
                0.00    0.00     168/294         std::vector<int, std::allocator<int> >::end() [38]
[15]     0.0    0.00    0.00     294         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [15]
-----------------------------------------------
                0.00    0.00     135/275         std::vector<int, std::allocator<int> >::end() const [56]
                0.00    0.00     140/275         std::vector<int, std::allocator<int> >::begin() const [55]
[16]     0.0    0.00    0.00     275         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [16]
-----------------------------------------------
                0.00    0.00     275/275         int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [18]
[17]     0.0    0.00    0.00     275         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [17]
-----------------------------------------------
                0.00    0.00       4/275         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [363]
                0.00    0.00      15/275         bool std::__equal_aux<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [273]
                0.00    0.00     256/275         int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [68]
[18]     0.0    0.00    0.00     275         int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [18]
                0.00    0.00     275/275         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [17]
-----------------------------------------------
                0.00    0.00       1/264         std::vector<int, std::allocator<int> >::_M_move_assign(std::vector<int, std::allocator<int> >&&, std::integral_constant<bool, true>) [413]
                0.00    0.00       2/264         main [6]
                0.00    0.00       2/264         std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [353]
                0.00    0.00     113/264         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [80]
                0.00    0.00     146/264         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl() [49]
[19]     0.0    0.00    0.00     264         std::allocator<int>::~allocator() [19]
-----------------------------------------------
                0.00    0.00       4/260         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) [369]
                0.00    0.00     256/260         int* std::copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [71]
[20]     0.0    0.00    0.00     260         __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >) [20]
-----------------------------------------------
                0.00    0.00     247/247         std::allocator<int>::allocator(std::allocator<int> const&) [22]
[21]     0.0    0.00    0.00     247         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [21]
-----------------------------------------------
                0.00    0.00       1/247         std::_Vector_base<int, std::allocator<int> >::get_allocator() const [387]
                0.00    0.00       2/247         std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [353]
                0.00    0.00      15/247         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::_Vector_base<int, std::allocator<int> >::_Vector_impl&&) [179]
                0.00    0.00     113/247         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [79]
                0.00    0.00     116/247         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [74]
[22]     0.0    0.00    0.00     247         std::allocator<int>::allocator(std::allocator<int> const&) [22]
                0.00    0.00     247/247         __gnu_cxx::new_allocator<int>::new_allocator(__gnu_cxx::new_allocator<int> const&) [21]
-----------------------------------------------
                0.00    0.00      50/242         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_check_length(unsigned long, unsigned long, char const*) const [117]
                0.00    0.00     192/242         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long) [124]
[23]     0.0    0.00    0.00     242         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size() const [23]
-----------------------------------------------
                0.00    0.00      89/219         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [82]
                0.00    0.00     130/219         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::capacity() const [66]
[24]     0.0    0.00    0.00     219         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [24]
                0.00    0.00     219/715         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [9]
                0.00    0.00     219/219         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() const [25]
-----------------------------------------------
                0.00    0.00     219/219         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [24]
[25]     0.0    0.00    0.00     219         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() const [25]
                0.00    0.00     219/219         std::pointer_traits<char const*>::pointer_to(char const&) [26]
-----------------------------------------------
                0.00    0.00     219/219         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() const [25]
[26]     0.0    0.00    0.00     219         std::pointer_traits<char const*>::pointer_to(char const&) [26]
                0.00    0.00     219/219         char const* std::addressof<char const>(char const&) [28]
-----------------------------------------------
                0.00    0.00     219/219         char const* std::addressof<char const>(char const&) [28]
[27]     0.0    0.00    0.00     219         char const* std::__addressof<char const>(char const&) [27]
-----------------------------------------------
                0.00    0.00     219/219         std::pointer_traits<char const*>::pointer_to(char const&) [26]
[28]     0.0    0.00    0.00     219         char const* std::addressof<char const>(char const&) [28]
                0.00    0.00     219/219         char const* std::__addressof<char const>(char const&) [27]
-----------------------------------------------
                0.00    0.00      15/200         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [176]
                0.00    0.00      39/200         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [138]
                0.00    0.00     146/200         std::_Vector_base<int, std::allocator<int> >::~_Vector_base() [51]
[29]     0.0    0.00    0.00     200         std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [29]
                0.00    0.00     156/156         std::allocator_traits<std::allocator<int> >::deallocate(std::allocator<int>&, int*, unsigned long) [44]
-----------------------------------------------
                0.00    0.00       1/192         std::_Vector_base<int, std::allocator<int> >::get_allocator() const [387]
