Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
-----------------------------------------------
                0.00    0.00     132/132         void std::advance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >&, long) [65]
[66]     0.0    0.00    0.00     132         void std::__advance<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, long>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >&, long, std::random_access_iterator_tag) [66]
                0.00    0.00     132/132         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator+=(long) [62]
-----------------------------------------------
                0.00    0.00      34/130         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [142]
                0.00    0.00      96/130         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long) [124]
[67]     0.0    0.00    0.00     130         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::capacity() const [67]
                0.00    0.00     130/220         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [19]
-----------------------------------------------
                0.00    0.00       3/129         std::_Vector_base<int, std::allocator<int> >::_Vector_base(std::allocator<int> const&) [296]
                0.00    0.00     126/129         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [71]
[68]     0.0    0.00    0.00     129         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [68]
                0.00    0.00     129/273         std::allocator<int>::allocator(std::allocator<int> const&) [17]
                0.00    0.00     129/159         std::_Vector_base<int, std::allocator<int> >::_Vector_impl_data::_Vector_impl_data() [42]
-----------------------------------------------
                0.00    0.00     126/126         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [73]
[69]     0.0    0.00    0.00     126         __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [69]
                0.00    0.00     126/126         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [72]
-----------------------------------------------
                0.00    0.00     126/126         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [71]
[70]     0.0    0.00    0.00     126         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [70]
                0.00    0.00     126/182         std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [30]
-----------------------------------------------
                0.00    0.00     126/126         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [73]
[71]     0.0    0.00    0.00     126         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [71]
                0.00    0.00     126/129         std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl(std::allocator<int> const&) [68]
                0.00    0.00     126/126         std::_Vector_base<int, std::allocator<int> >::_M_create_storage(unsigned long) [70]
-----------------------------------------------
                0.00    0.00     126/126         __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [69]
[72]     0.0    0.00    0.00     126         std::allocator_traits<std::allocator<int> >::select_on_container_copy_construction(std::allocator<int> const&) [72]
                0.00    0.00     126/273         std::allocator<int>::allocator(std::allocator<int> const&) [17]
-----------------------------------------------
                0.00    0.00       1/126         KDTree::deleteNode(std::vector<int, std::allocator<int> >) [387]
                0.00    0.00       2/126         SearchStrategies::findNN(KDTree, std::vector<int, std::allocator<int> > const&) [311]
                0.00    0.00       4/126         KDTree::deleteNode(std::vector<int, std::allocator<int> >, KDNode*) [388]
                0.00    0.00      12/126         KDTree::insert(std::vector<int, std::allocator<int> >) [187]
                0.00    0.00      13/126         createKDTreeFromVectors(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >, int) [385]
                0.00    0.00      13/126         decltype (::new ((void*)(0)) std::vector<int, std::allocator<int> >((declval<std::vector<int, std::allocator<int> > const&>)())) std::construct_at<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [197]
                0.00    0.00      13/126         void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [196]
                0.00    0.00      24/126         KDTree::insert(std::vector<int, std::allocator<int> >, KDNode*) [198]
                0.00    0.00      44/126         SearchStrategies::findNN(KDNode const*, std::vector<int, std::allocator<int> > const&, double&, std::shared_ptr<KDNode>&) [312]
[73]     0.0    0.00    0.00     126         std::vector<int, std::allocator<int> >::vector(std::vector<int, std::allocator<int> > const&) [73]
                0.00    0.00     126/205         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [25]
                0.00    0.00     126/126         __gnu_cxx::__alloc_traits<std::allocator<int>, int>::_S_select_on_copy(std::allocator<int> const&) [69]
                0.00    0.00     126/487         std::vector<int, std::allocator<int> >::size() const [6]
                0.00    0.00     126/126         std::_Vector_base<int, std::allocator<int> >::_Vector_base(unsigned long, std::allocator<int> const&) [71]
                0.00    0.00     126/290         std::allocator<int>::~allocator() [14]
                0.00    0.00     126/401         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [7]
                0.00    0.00     126/148         std::vector<int, std::allocator<int> >::end() const [50]
                0.00    0.00     126/153         std::vector<int, std::allocator<int> >::begin() const [47]
                0.00    0.00     126/141         int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&) [60]
-----------------------------------------------
                0.00    0.00      44/119         SearchStrategies::findNN(KDNode const*, std::vector<int, std::allocator<int> > const&, double&, std::shared_ptr<KDNode>&) [312]
                0.00    0.00      75/119         std::vector<int, std::allocator<int> >::at(unsigned long) const [91]
[74]     0.0    0.00    0.00     119         std::vector<int, std::allocator<int> >::operator[](unsigned long) const [74]
-----------------------------------------------
                0.00    0.00      51/119         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [118]
                0.00    0.00      68/119         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [142]
[75]     0.0    0.00    0.00     119         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::length() const [75]
-----------------------------------------------
                0.00    0.00      58/116         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long&, unsigned long) [101]
                0.00    0.00      58/116         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long) [98]
[76]     0.0    0.00    0.00     116         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_get_allocator() [76]
-----------------------------------------------
                0.00    0.00       9/99          std::vector<KDNode*, std::allocator<KDNode*> >::_S_max_size(std::allocator<KDNode*> const&) [229]
                0.00    0.00      10/99          std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [203]
                0.00    0.00      80/99          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [84]
[77]     0.0    0.00    0.00      99         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [77]
-----------------------------------------------
                0.00    0.00      34/90          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [142]
                0.00    0.00      56/90          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [105]
[78]     0.0    0.00    0.00      90         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [78]
                0.00    0.00      90/220         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [19]
                0.00    0.00      58/58          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long) [98]
-----------------------------------------------
                0.00    0.00      88/88          eucledian_distance(std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >) [157]
[79]     0.0    0.00    0.00      88         bool __gnu_cxx::operator==<int*, int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [79]
                0.00    0.00     176/336         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [9]
-----------------------------------------------
                0.00    0.00       2/88          std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<KDNode, std::allocator<KDNode>>(KDNode*&, std::_Sp_alloc_shared_tag<std::allocator<KDNode> >) [342]
                0.00    0.00       2/88          decltype (::new ((void*)(0)) KDNode()) std::construct_at<KDNode>(KDNode*) [371]
                0.00    0.00       4/88          std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_release() [347]
                0.00    0.00      13/88          decltype (::new ((void*)(0)) std::vector<int, std::allocator<int> >((declval<std::vector<int, std::allocator<int> > const&>)())) std::construct_at<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [197]
                0.00    0.00      13/88          void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&) [196]
                0.00    0.00      15/88          decltype (::new ((void*)(0)) std::vector<int, std::allocator<int> >((declval<std::vector<int, std::allocator<int> > >)())) std::construct_at<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >&&) [184]
                0.00    0.00      39/88          decltype (::new ((void*)(0)) int((declval<int>)())) std::construct_at<int, int>(int*, int&&) [139]
[80]     0.0    0.00    0.00      88         operator new(unsigned long, void*) [80]
-----------------------------------------------
                0.00    0.00       2/85          std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [174]
                0.00    0.00      39/85          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [136]
                0.00    0.00      44/85          eucledian_distance(std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >) [157]
[81]     0.0    0.00    0.00      85         std::vector<int, std::allocator<int> >::begin() [81]
                0.00    0.00      85/294         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::__normal_iterator(int* const&) [13]
-----------------------------------------------
                0.00    0.00      13/84          std::vector<int, std::allocator<int> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*>(__gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, __gnu_cxx::__normal_iterator<std::vector<int, std::allocator<int> > const*, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > > >, std::vector<int, std::allocator<int> >*) [415]
                0.00    0.00      15/84          void std::__relocate_object_a<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [185]
                0.00    0.00      26/84          void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [331]
                0.00    0.00      30/84          std::vector<int, std::allocator<int> >* std::__relocate_a_1<std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > > >(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> > >&) [207]
[82]     0.0    0.00    0.00      84         std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&) [82]
-----------------------------------------------
                0.00    0.00      80/80          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [84]
[83]     0.0    0.00    0.00      80         std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [83]
-----------------------------------------------
                0.00    0.00       2/80          std::vector<int, std::allocator<int> >::_S_check_init_len(unsigned long, std::allocator<int> const&) [362]
                0.00    0.00      78/80          std::vector<int, std::allocator<int> >::max_size() const [85]
[84]     0.0    0.00    0.00      80         std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [84]
                0.00    0.00      80/80          std::allocator_traits<std::allocator<int> >::max_size(std::allocator<int> const&) [83]
                0.00    0.00      80/99          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [77]
-----------------------------------------------
                0.00    0.00      78/78          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [132]
[85]     0.0    0.00    0.00      78         std::vector<int, std::allocator<int> >::max_size() const [85]
                0.00    0.00      78/80          std::vector<int, std::allocator<int> >::_S_max_size(std::allocator<int> const&) [84]
                0.00    0.00      78/205         std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [25]
-----------------------------------------------
                0.00    0.00      78/78          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&) [136]
[86]     0.0    0.00    0.00      78         std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [86]
                0.00    0.00      78/78          std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [87]
-----------------------------------------------
                0.00    0.00      78/78          std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [86]
[87]     0.0    0.00    0.00      78         std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [87]
                0.00    0.00      78/78          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [88]
-----------------------------------------------
                0.00    0.00      78/78          std::vector<int, std::allocator<int> >::_S_do_relocate(int*, int*, int*, std::allocator<int>&, std::integral_constant<bool, true>) [87]
[88]     0.0    0.00    0.00      78         int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [88]
                0.00    0.00     234/378         int* std::__niter_base<int*>(int*) [8]
                0.00    0.00      78/78          std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [89]
-----------------------------------------------
                0.00    0.00      78/78          int* std::__relocate_a<int*, int*, std::allocator<int> >(int*, int*, int*, std::allocator<int>&) [88]
[89]     0.0    0.00    0.00      78         std::enable_if<std::__is_bitwise_relocatable<int, void>::value, int*>::type std::__relocate_a_1<int, int>(int*, int*, int*, std::allocator<int>&) [89]
-----------------------------------------------
                0.00    0.00      75/75          std::vector<int, std::allocator<int> >::at(unsigned long) const [91]
[90]     0.0    0.00    0.00      75         std::vector<int, std::allocator<int> >::_M_range_check(unsigned long) const [90]
                0.00    0.00      75/487         std::vector<int, std::allocator<int> >::size() const [6]
-----------------------------------------------
                0.00    0.00      75/75          KDTree::printKDT(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, KDNode const*, bool) [314]
[91]     0.0    0.00    0.00      75         std::vector<int, std::allocator<int> >::at(unsigned long) const [91]
                0.00    0.00      75/75          std::vector<int, std::allocator<int> >::_M_range_check(unsigned long) const [90]
                0.00    0.00      75/119         std::vector<int, std::allocator<int> >::operator[](unsigned long) const [74]
-----------------------------------------------
                0.00    0.00      72/72          bool __gnu_cxx::operator==<KDNode**, KDNode**, std::vector<KDNode*, std::allocator<KDNode*> > >(__gnu_cxx::__normal_iterator<KDNode**, std::vector<KDNode*, std::allocator<KDNode*> > > const&, __gnu_cxx::__normal_iterator<KDNode**, std::vector<KDNode*, std::allocator<KDNode*> > > const&) [141]
[92]     0.0    0.00    0.00      72         __gnu_cxx::__normal_iterator<KDNode**, std::vector<KDNode*, std::allocator<KDNode*> > >::base() const [92]
-----------------------------------------------
                0.00    0.00      58/58          std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long) [96]
[93]     0.0    0.00    0.00      58         __gnu_cxx::new_allocator<char>::deallocate(char*, unsigned long) [93]
-----------------------------------------------
                0.00    0.00      58/58          std::allocator_traits<std::allocator<char> >::allocate(std::allocator<char>&, unsigned long) [97]
[94]     0.0    0.00    0.00      58         __gnu_cxx::new_allocator<char>::allocate(unsigned long, void const*) [94]
                0.00    0.00      58/58          __gnu_cxx::new_allocator<char>::_M_max_size() const [95]
-----------------------------------------------
                0.00    0.00      58/58          __gnu_cxx::new_allocator<char>::allocate(unsigned long, void const*) [94]
[95]     0.0    0.00    0.00      58         __gnu_cxx::new_allocator<char>::_M_max_size() const [95]
-----------------------------------------------
                0.00    0.00      58/58          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long) [98]
[96]     0.0    0.00    0.00      58         std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long) [96]
                0.00    0.00      58/1023        std::is_constant_evaluated() [4]
                0.00    0.00      58/58          __gnu_cxx::new_allocator<char>::deallocate(char*, unsigned long) [93]
-----------------------------------------------
                0.00    0.00      58/58          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long&, unsigned long) [101]
[97]     0.0    0.00    0.00      58         std::allocator_traits<std::allocator<char> >::allocate(std::allocator<char>&, unsigned long) [97]
                0.00    0.00      58/1023        std::is_constant_evaluated() [4]
                0.00    0.00      58/58          __gnu_cxx::new_allocator<char>::allocate(unsigned long, void const*) [94]
-----------------------------------------------
                0.00    0.00      58/58          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [78]
[98]     0.0    0.00    0.00      58         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long) [98]
                0.00    0.00      58/721         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [5]
                0.00    0.00      58/116         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_get_allocator() [76]
                0.00    0.00      58/58          std::allocator_traits<std::allocator<char> >::deallocate(std::allocator<char>&, char*, unsigned long) [96]
-----------------------------------------------
                0.00    0.00       1/58          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [299]
                0.00    0.00      23/58          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [115]
                0.00    0.00      34/58          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [142]
[99]     0.0    0.00    0.00      58         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_capacity(unsigned long) [99]
-----------------------------------------------
                0.00    0.00       1/58          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [299]
                0.00    0.00      23/58          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [115]
                0.00    0.00      34/58          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [142]
[100]    0.0    0.00    0.00      58         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data(char*) [100]
-----------------------------------------------
                0.00    0.00       1/58          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [299]
                0.00    0.00      23/58          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [115]
                0.00    0.00      34/58          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [142]
[101]    0.0    0.00    0.00      58         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long&, unsigned long) [101]
                0.00    0.00      92/142         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::max_size() const [55]
                0.00    0.00      58/116         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_get_allocator() [76]
                0.00    0.00      58/58          std::allocator_traits<std::allocator<char> >::allocate(std::allocator<char>&, unsigned long) [97]
-----------------------------------------------
                0.00    0.00      56/56          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() [104]
[102]    0.0    0.00    0.00      56         std::pointer_traits<char*>::pointer_to(char&) [102]
                0.00    0.00      56/56          char* std::addressof<char>(char&) [107]
-----------------------------------------------
                0.00    0.00      56/56          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [105]
[103]    0.0    0.00    0.00      56         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::~_Alloc_hider() [103]
-----------------------------------------------
                0.00    0.00       2/56          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string() [365]
                0.00    0.00       3/56          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [302]
                0.00    0.00      51/56          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [118]
[104]    0.0    0.00    0.00      56         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() [104]
                0.00    0.00      56/56          std::pointer_traits<char*>::pointer_to(char&) [102]
-----------------------------------------------
                0.00    0.00       1/56          main [1]
                0.00    0.00       1/56          createKDTreeFromFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [383]
                0.00    0.00       2/56          KDTree::printKDT() [315]
                0.00    0.00       2/56          createVectorFromFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [384]
                0.00    0.00      50/56          KDTree::printKDT(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, KDNode const*, bool) [314]
[105]    0.0    0.00    0.00      56         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [105]
                0.00    0.00      56/56          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::~_Alloc_hider() [103]
                0.00    0.00      56/90          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [78]
-----------------------------------------------
                0.00    0.00      56/56          char* std::addressof<char>(char&) [107]
[106]    0.0    0.00    0.00      56         char* std::__addressof<char>(char&) [106]
-----------------------------------------------
                0.00    0.00      56/56          std::pointer_traits<char*>::pointer_to(char&) [102]
[107]    0.0    0.00    0.00      56         char* std::addressof<char>(char&) [107]
                0.00    0.00      56/56          char* std::__addressof<char>(char&) [106]
-----------------------------------------------
                0.00    0.00       3/53          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [302]
                0.00    0.00      50/53          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(char const*) [123]
[108]    0.0    0.00    0.00      53         std::char_traits<char>::length(char const*) [108]
-----------------------------------------------
                0.00    0.00       2/53          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string() [365]
                0.00    0.00      51/53          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [118]
[109]    0.0    0.00    0.00      53         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::_Alloc_hider(char*, std::allocator<char>&&) [109]
                0.00    0.00      53/53          std::remove_reference<std::allocator<char>&>::type&& std::move<std::allocator<char>&>(std::allocator<char>&) [110]
-----------------------------------------------
                0.00    0.00      53/53          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::_Alloc_hider(char*, std::allocator<char>&&) [109]
[110]    0.0    0.00    0.00      53         std::remove_reference<std::allocator<char>&>::type&& std::move<std::allocator<char>&>(std::allocator<char>&) [110]
-----------------------------------------------
                0.00    0.00      51/51          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [118]
[111]    0.0    0.00    0.00      51         __gnu_cxx::__alloc_traits<std::allocator<char>, char>::_S_select_on_copy(std::allocator<char> const&) [111]
                0.00    0.00      51/51          std::allocator_traits<std::allocator<char> >::select_on_container_copy_construction(std::allocator<char> const&) [113]
-----------------------------------------------
                0.00    0.00      51/51          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [115]
[112]    0.0    0.00    0.00      51         bool __gnu_cxx::__is_null_pointer<char>(char*) [112]
-----------------------------------------------
                0.00    0.00      51/51          __gnu_cxx::__alloc_traits<std::allocator<char>, char>::_S_select_on_copy(std::allocator<char> const&) [111]
[113]    0.0    0.00    0.00      51         std::allocator_traits<std::allocator<char> >::select_on_container_copy_construction(std::allocator<char> const&) [113]
-----------------------------------------------
                0.00    0.00      51/51          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [118]
[114]    0.0    0.00    0.00      51         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*) [114]
                0.00    0.00      51/51          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char*>(char*, char*, std::__false_type) [117]
-----------------------------------------------
                0.00    0.00      51/51          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char*>(char*, char*, std::__false_type) [117]
[115]    0.0    0.00    0.00      51         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [115]
                0.00    0.00      51/51          bool __gnu_cxx::__is_null_pointer<char>(char*) [112]
                0.00    0.00      51/51          std::iterator_traits<char*>::difference_type std::distance<char*>(char*, char*) [121]
                0.00    0.00      51/721         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [5]
                0.00    0.00      51/51          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy_chars(char*, char*, char*) [116]
